hotel,datetime,tempmax,tempmin,temp,precip,precipprob,windgust,windspeed,conditions,cloudcover
Resort Hotel,2015-07-01,24.8,17.2,21.2,0.0,0,54.0,38.3,Partially cloudy,35.6
Resort Hotel,2015-07-02,27.6,17.9,23.0,0.0,0,39.6,25.6,Clear,3.1
Resort Hotel,2015-07-03,26.9,19.0,23.7,0.0,0,32.4,24.6,Clear,0.0
Resort Hotel,2015-07-04,29.0,18.9,24.5,0.0,0,28.8,19.3,Clear,11.4
Resort Hotel,2015-07-05,29.4,24.8,27.0,0.0,0,25.2,21.0,Clear,12.9
Resort Hotel,2015-07-06,29.1,22.2,26.2,0.0,0,21.6,17.3,Partially cloudy,21.8
Resort Hotel,2015-07-07,32.7,22.1,27.9,0.0,0,25.2,19.9,Clear,12.9
Resort Hotel,2015-07-08,29.3,22.9,26.9,0.0,0,32.4,22.0,Clear,18.5
Resort Hotel,2015-07-09,26.3,20.7,23.8,0.0,0,39.6,24.6,Partially cloudy,57.2
Resort Hotel,2015-07-10,32.1,18.0,23.0,0.0,0,28.8,18.2,Clear,14.2
Resort Hotel,2015-07-11,34.9,20.1,26.1,0.0,0,43.2,26.5,Clear,0.1
Resort Hotel,2015-07-12,28.0,22.1,25.2,0.0,0,28.8,20.2,Clear,0.0
Resort Hotel,2015-07-13,29.0,19.5,24.9,0.0,0,21.6,19.3,Clear,0.0
Resort Hotel,2015-07-14,28.1,22.5,24.9,0.0,0,25.2,15.5,Partially cloudy,34.4
Resort Hotel,2015-07-15,31.8,23.1,27.6,0.0,0,28.8,22.9,Partially cloudy,37.4
Resort Hotel,2015-07-16,32.0,25.1,28.3,0.0,0,28.8,18.2,Partially cloudy,46.1
Resort Hotel,2015-07-17,30.6,23.1,26.9,0.0,0,39.6,24.6,Partially cloudy,47.0
Resort Hotel,2015-07-18,31.7,21.0,25.7,0.0,0,39.6,32.7,Partially cloudy,20.4
Resort Hotel,2015-07-19,28.9,21.4,25.5,0.0,0,43.2,30.9,Clear,9.4
Resort Hotel,2015-07-20,30.8,21.6,26.1,0.0,0,28.8,20.4,Clear,0.0
Resort Hotel,2015-07-21,30.1,23.2,26.7,0.0,0,25.2,18.5,Clear,0.0
Resort Hotel,2015-07-22,35.0,25.0,29.0,0.0,0,39.6,28.2,Clear,0.0
Resort Hotel,2015-07-23,34.9,22.1,26.9,0.0,0,43.2,27.4,Clear,0.0
Resort Hotel,2015-07-24,31.3,22.1,25.7,0.0,0,43.2,39.2,Clear,8.0
Resort Hotel,2015-07-25,28.0,18.1,23.3,0.0,0,32.4,24.7,Clear,0.0
Resort Hotel,2015-07-26,25.9,21.3,23.7,0.0,0,25.2,18.2,Clear,0.0
Resort Hotel,2015-07-27,31.0,22.8,27.6,0.0,0,32.4,19.3,Clear,0.0
Resort Hotel,2015-07-28,32.1,22.4,26.5,0.0,0,36.0,17.3,Clear,2.1
Resort Hotel,2015-07-29,37.0,24.1,28.3,0.0,0,46.8,31.2,Clear,0.0
Resort Hotel,2015-07-30,28.2,22.0,24.3,0.0,0,43.2,34.7,Clear,14.7
Resort Hotel,2015-07-31,26.9,19.3,22.3,0.0,0,57.6,41.0,Partially cloudy,22.6
Resort Hotel,2015-08-01,25.1,18.4,21.9,0.0,0,28.8,23.7,Clear,0.0
Resort Hotel,2015-08-02,31.0,20.7,26.3,0.0,0,36.0,22.0,Clear,10.4
Resort Hotel,2015-08-03,26.9,18.9,23.2,0.0,0,46.8,29.9,Partially cloudy,69.1
Resort Hotel,2015-08-04,26.3,18.0,22.1,0.0,0,32.4,26.5,Partially cloudy,37.9
Resort Hotel,2015-08-05,27.5,17.9,23.8,0.0,0,28.8,19.9,Clear,0.1
Resort Hotel,2015-08-06,29.8,20.3,25.1,0.0,0,25.2,17.3,Clear,16.9
Resort Hotel,2015-08-07,34.0,25.0,28.3,0.0,0,39.6,27.4,Partially cloudy,48.2
Resort Hotel,2015-08-08,29.8,22.2,26.2,0.0,0,32.4,16.4,Partially cloudy,73.8
Resort Hotel,2015-08-09,32.0,23.8,28.7,0.0,0,39.6,22.8,Partially cloudy,41.7
Resort Hotel,2015-08-10,28.7,21.1,25.2,0.0,0,32.4,27.3,Partially cloudy,22.7
Resort Hotel,2015-08-11,26.1,20.0,23.1,0.0,0,25.2,21.0,Partially cloudy,53.6
Resort Hotel,2015-08-12,28.8,21.2,24.4,0.0,0,36.0,26.5,Partially cloudy,73.2
Resort Hotel,2015-08-13,29.6,17.8,23.1,0.0,0,43.2,29.2,Partially cloudy,69.6
Resort Hotel,2015-08-14,28.0,17.2,21.6,0.0,0,43.2,32.0,Clear,18.2
Resort Hotel,2015-08-15,29.0,16.0,21.7,0.0,0,46.8,35.6,Partially cloudy,54.2
Resort Hotel,2015-08-16,24.0,18.8,21.8,0.0,0,46.8,35.6,Clear,12.3
Resort Hotel,2015-08-17,25.9,18.8,22.4,0.0,0,32.4,24.2,Clear,3.4
Resort Hotel,2015-08-18,24.0,18.8,21.8,0.0,0,25.2,16.3,Clear,0.0
Resort Hotel,2015-08-19,24.1,18.1,21.3,0.0,0,25.2,21.0,Clear,8.2
Resort Hotel,2015-08-20,30.0,20.2,24.7,0.0,0,32.4,24.6,Clear,14.3
Resort Hotel,2015-08-21,25.1,18.8,22.0,0.0,0,28.8,19.0,Partially cloudy,47.7
Resort Hotel,2015-08-22,27.0,17.9,20.5,0.0,0,39.6,30.3,Partially cloudy,70.3
Resort Hotel,2015-08-23,22.1,17.5,20.3,0.0,0,43.2,38.3,Partially cloudy,29.6
Resort Hotel,2015-08-24,24.1,18.1,20.9,0.0,0,39.6,28.2,Partially cloudy,29.1
Resort Hotel,2015-08-25,25.5,20.1,22.6,0.0,0,28.8,21.0,Clear,0.3
Resort Hotel,2015-08-26,26.4,19.1,22.9,0.0,0,28.8,21.0,Clear,17.1
Resort Hotel,2015-08-27,28.0,19.5,24.2,0.0,0,32.4,25.5,Clear,10.2
Resort Hotel,2015-08-28,29.1,21.3,25.4,0.0,0,21.6,22.3,Clear,0.9
Resort Hotel,2015-08-29,29.0,24.4,26.5,0.0,0,50.4,28.2,Partially cloudy,44.8
Resort Hotel,2015-08-30,27.8,20.1,24.5,0.0,0,36.0,28.2,Partially cloudy,34.9
Resort Hotel,2015-08-31,24.2,19.1,21.6,0.0,0,36.0,26.5,Partially cloudy,35.4
Resort Hotel,2015-09-01,24.0,17.2,21.3,0.0,0,32.4,23.7,Clear,18.8
Resort Hotel,2015-09-02,25.1,18.0,21.4,0.0,0,39.6,25.6,Clear,19.0
Resort Hotel,2015-09-03,23.4,16.0,20.1,0.0,0,46.8,38.9,Partially cloudy,37.6
Resort Hotel,2015-09-04,23.1,16.1,19.6,0.0,0,39.6,36.6,Partially cloudy,71.4
Resort Hotel,2015-09-05,21.2,16.1,19.0,0.0,0,21.6,11.9,Partially cloudy,61.3
Resort Hotel,2015-09-06,23.2,15.9,20.0,0.0,0,21.6,22.0,Clear,15.1
Resort Hotel,2015-09-07,24.0,18.9,21.2,0.0,0,21.6,18.2,Partially cloudy,25.3
Resort Hotel,2015-09-08,23.2,17.8,20.3,0.0,0,21.6,19.9,Partially cloudy,42.0
Resort Hotel,2015-09-09,24.4,18.3,22.0,0.0,0,21.6,13.7,Partially cloudy,31.1
Resort Hotel,2015-09-10,25.1,17.4,21.7,0.0,0,32.4,28.2,Partially cloudy,27.6
Resort Hotel,2015-09-11,23.1,17.9,20.9,0.0,0,21.6,17.3,Partially cloudy,40.8
Resort Hotel,2015-09-12,23.8,18.9,21.5,0.0,0,50.4,34.7,Partially cloudy,44.7
Resort Hotel,2015-09-13,21.5,14.9,18.8,0.0,0,43.2,32.0,Partially cloudy,58.3
Resort Hotel,2015-09-14,23.0,18.1,20.6,0.0,0,32.4,25.6,Partially cloudy,50.0
Resort Hotel,2015-09-15,22.0,14.9,18.8,0.0,0,32.4,23.7,Partially cloudy,44.8
Resort Hotel,2015-09-16,22.0,17.2,19.8,0.4,100,54.0,31.2,"Rain, Partially cloudy",84.8
Resort Hotel,2015-09-17,21.9,13.5,18.5,0.084,100,36.0,30.9,"Rain, Partially cloudy",21.4
Resort Hotel,2015-09-18,26.1,18.1,21.6,0.0,0,43.2,22.9,Partially cloudy,53.5
Resort Hotel,2015-09-19,29.0,17.8,23.5,0.0,0,36.0,22.0,Clear,15.8
Resort Hotel,2015-09-20,26.9,21.1,24.0,0.0,0,36.0,25.6,Partially cloudy,34.7
Resort Hotel,2015-09-21,25.3,20.3,22.8,0.0,0,25.2,18.2,Partially cloudy,41.1
Resort Hotel,2015-09-22,26.0,18.5,22.2,0.0,0,32.4,22.9,Partially cloudy,29.3
Resort Hotel,2015-09-23,22.8,15.6,19.6,0.0,0,32.4,22.9,Partially cloudy,36.2
Resort Hotel,2015-09-24,23.8,17.5,20.1,0.0,0,32.4,27.3,Partially cloudy,23.3
Resort Hotel,2015-09-25,22.8,18.0,20.3,0.0,0,28.8,18.2,Partially cloudy,54.2
Resort Hotel,2015-09-26,24.0,18.5,20.6,0.0,0,21.6,14.6,Partially cloudy,23.7
Resort Hotel,2015-09-27,26.2,17.5,21.8,0.0,0,21.6,15.5,Clear,3.9
Resort Hotel,2015-09-28,26.0,19.4,22.5,0.0,0,43.2,31.8,Clear,11.3
Resort Hotel,2015-09-29,25.1,20.0,22.1,0.0,0,39.6,32.0,Partially cloudy,34.2
Resort Hotel,2015-09-30,23.3,17.9,20.4,0.0,0,21.6,15.5,Partially cloudy,34.9
Resort Hotel,2015-10-01,24.3,15.7,20.8,0.0,0,21.6,16.3,Clear,20.0
Resort Hotel,2015-10-02,25.2,18.6,21.9,0.0,0,25.2,18.2,Partially cloudy,65.0
Resort Hotel,2015-10-03,22.9,18.0,20.5,0.0,0,32.4,24.6,Partially cloudy,67.5
Resort Hotel,2015-10-04,24.0,19.9,22.1,0.4,100,21.6,14.6,"Rain, Partially cloudy",47.8
Resort Hotel,2015-10-05,23.1,19.9,21.6,5.2,100,57.6,32.0,"Rain, Partially cloudy",42.8
Resort Hotel,2015-10-06,22.5,18.9,20.5,5.1,100,50.4,25.6,"Rain, Partially cloudy",48.5
Resort Hotel,2015-10-07,23.1,15.2,18.9,0.0,0,39.6,32.0,Partially cloudy,51.0
Resort Hotel,2015-10-08,22.1,14.0,18.3,0.0,0,32.4,18.4,Clear,19.8
Resort Hotel,2015-10-09,21.2,15.1,18.3,0.0,0,32.4,21.0,Partially cloudy,37.9
Resort Hotel,2015-10-10,19.7,17.2,18.5,10.577,100,39.6,30.3,"Rain, Partially cloudy",71.4
Resort Hotel,2015-10-11,21.2,17.7,19.3,0.6,100,32.4,21.0,"Rain, Partially cloudy",59.5
Resort Hotel,2015-10-12,21.7,18.6,19.7,0.2,100,32.4,25.6,"Rain, Partially cloudy",46.3
Resort Hotel,2015-10-13,21.9,17.8,19.6,1.682,100,21.6,14.6,"Rain, Partially cloudy",53.5
Resort Hotel,2015-10-14,22.0,16.9,19.1,0.0,0,28.8,21.0,Partially cloudy,21.3
Resort Hotel,2015-10-15,22.0,16.0,19.0,0.0,0,21.6,13.7,Partially cloudy,27.4
Resort Hotel,2015-10-16,21.9,15.5,18.9,0.0,0,28.8,17.3,Partially cloudy,50.7
Resort Hotel,2015-10-17,23.2,19.1,20.8,4.5,100,56.8,39.2,"Rain, Partially cloudy",62.2
Resort Hotel,2015-10-18,21.4,17.1,19.0,33.5,100,46.8,19.3,"Rain, Partially cloudy",64.4
Resort Hotel,2015-10-19,23.0,17.8,19.5,16.7,100,54.0,33.0,"Rain, Partially cloudy",58.3
Resort Hotel,2015-10-20,20.8,18.1,19.3,19.1,100,79.2,44.5,"Rain, Partially cloudy",62.4
Resort Hotel,2015-10-21,23.1,17.8,20.3,0.9,100,32.4,19.9,"Rain, Partially cloudy",26.8
Resort Hotel,2015-10-22,22.8,15.9,19.3,0.0,0,32.4,28.2,Partially cloudy,36.0
Resort Hotel,2015-10-23,21.0,16.3,18.6,0.0,0,18.0,11.9,Partially cloudy,78.0
Resort Hotel,2015-10-24,21.2,17.8,18.9,0.832,100,21.6,14.6,"Rain, Partially cloudy",67.7
Resort Hotel,2015-10-25,21.9,18.0,19.9,1.4,100,32.4,27.3,"Rain, Partially cloudy",52.4
Resort Hotel,2015-10-26,21.7,18.8,20.3,4.116,100,36.0,24.6,"Rain, Partially cloudy",41.2
Resort Hotel,2015-10-27,19.8,14.0,17.3,1.268,100,43.2,24.6,"Rain, Partially cloudy",37.4
Resort Hotel,2015-10-28,20.8,14.8,17.9,0.0,0,32.4,21.0,Partially cloudy,35.1
Resort Hotel,2015-10-29,20.8,15.0,17.5,0.0,0,21.6,13.7,Clear,16.9
Resort Hotel,2015-10-30,21.7,14.4,18.1,0.0,0,28.8,22.0,Partially cloudy,34.3
Resort Hotel,2015-10-31,19.9,15.8,17.6,6.582,100,43.2,22.5,"Rain, Partially cloudy",64.7
Resort Hotel,2015-11-01,17.7,13.0,15.4,101.1,100,72.0,43.7,"Rain, Partially cloudy",77.4
Resort Hotel,2015-11-02,18.9,15.1,17.0,3.047,100,61.2,40.2,"Rain, Partially cloudy",63.2
Resort Hotel,2015-11-03,20.0,14.0,17.5,0.0,0,18.0,11.9,Partially cloudy,44.2
Resort Hotel,2015-11-04,20.8,15.0,18.4,0.6,100,36.0,23.7,"Rain, Partially cloudy",49.2
Resort Hotel,2015-11-05,21.0,14.9,18.0,0.1,100,18.0,12.8,"Rain, Partially cloudy",56.7
Resort Hotel,2015-11-06,22.8,15.7,19.2,0.0,0,32.4,23.7,Clear,7.4
Resort Hotel,2015-11-07,23.0,15.9,19.8,0.0,0,32.4,33.0,Clear,5.4
Resort Hotel,2015-11-08,22.0,18.0,20.0,0.0,0,43.2,36.5,Clear,0.0
Resort Hotel,2015-11-09,22.5,15.8,18.5,0.0,0,39.6,23.7,Clear,0.0
Resort Hotel,2015-11-10,21.1,15.1,18.3,0.0,0,32.4,22.0,Clear,4.1
Resort Hotel,2015-11-11,20.8,12.5,16.8,0.0,0,21.6,18.2,Clear,8.6
Resort Hotel,2015-11-12,20.8,12.8,16.7,0.0,0,28.8,18.2,Partially cloudy,56.0
Resort Hotel,2015-11-13,20.8,13.3,16.9,0.0,0,18.0,11.0,Partially cloudy,31.6
Resort Hotel,2015-11-14,21.9,13.4,17.6,0.0,0,39.6,22.8,Clear,2.1
Resort Hotel,2015-11-15,20.7,15.1,17.6,0.0,0,32.4,21.0,Partially cloudy,40.2
Resort Hotel,2015-11-16,20.7,14.2,17.0,0.0,0,21.6,18.2,Partially cloudy,28.4
Resort Hotel,2015-11-17,20.3,12.2,16.5,0.0,0,21.6,17.3,Clear,0.7
Resort Hotel,2015-11-18,20.0,11.4,15.6,0.0,0,18.0,13.7,Clear,5.0
Resort Hotel,2015-11-19,20.1,10.3,15.7,0.0,0,21.6,14.6,Partially cloudy,21.3
Resort Hotel,2015-11-20,20.8,11.5,16.0,0.0,0,0.0,11.0,Partially cloudy,45.0
Resort Hotel,2015-11-21,20.8,12.1,15.6,0.0,0,50.4,35.7,Partially cloudy,30.4
Resort Hotel,2015-11-22,16.8,7.0,12.2,0.0,0,46.8,31.2,Clear,17.0
Resort Hotel,2015-11-23,17.2,9.8,13.0,0.0,0,28.8,20.2,Clear,18.0
Resort Hotel,2015-11-24,16.8,8.8,12.3,0.0,0,21.6,18.2,Clear,14.8
Resort Hotel,2015-11-25,21.8,9.1,15.0,0.0,0,39.6,23.0,Partially cloudy,40.3
Resort Hotel,2015-11-26,21.0,11.0,15.3,0.0,0,32.4,21.0,Clear,13.8
Resort Hotel,2015-11-27,19.7,11.2,15.6,0.0,0,28.8,19.3,Clear,10.4
Resort Hotel,2015-11-28,18.5,9.4,14.4,0.0,0,21.6,16.4,Clear,3.2
Resort Hotel,2015-11-29,20.1,14.1,16.4,0.0,0,42.5,24.6,Clear,11.2
